selec,start,end,sound.files,File_Offset,Call_Type,Distance,Quality,CallerID,Cert_ID,Context,Cert_Con,Elicitor1_ID,Cert_ID_Elic1,Comments,Alt_Elic1,Alt_Caller,Alt_Con,selec.file,soundID,CallerGrp,CallerSex,CallerDOB,CallerMom,CallerMatr,Elicitor1Grp,Elicitor1Sex,Elicitor1DOB,Elicitor1Mom,Elicitor1Matr,date,CallerAge,Elicitor1Age,CallerBinAge,ElicitorBinAge,CallerAdMale,Elicitor1AdMale,newSocCat,Context2,SndFile,QR1,QR2,Cert_ID_Bin,Cert_Con_Bin,Cert_ID_Elic1_Bin,Con_Usable,file,sprsMed,sprsMbw,sprsEqbw,sprsMc,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Fw1,Fw2,Fw3,Fw4,Mw1,Mw2,Mw3,Mw4,F1,F2,F3,F4,M1,M2,M3,M4
116,831.2846,835.8947991,20200128_1309.WAV,831.2846,RUM,NA,3,M9.96,1,CCC,1,M9.9619,1,M9.96 calls and M9.9619 runs to her,NA,NA,NA,20200128_1012_to_20200128_1321.Table.1.selections.txt,20200128_1309_sel116.wav,M9s,F,6/30/1996,M9,M9,M9s,M,9/12/2019,M9.96,M9,1/28/2020,8612,138,adult,juv,no,no,MomJuv,contact,20200128_1309,NA,NA,1,1,1,1,20200128_1309_sel116.wav,0,0.068528199,0.093634144,1,-0.001849089,0.002678946,-0.006803138,-0.001585176,0.000289966,-0.001774914,0.00266358,-0.002147993,0.006284618,0.003773256,-0.00319853,5.43E-05,0.669642857,2.008928571,3.125,4.575892857,4.436349511,3.105307977,3.566578412,3.842866171,0.669642857,2.008928571,3.125,4.6875,3.499708194,2.454502983,2.673246483,2.622925476
18,564.9117,567.5653725,20200129_1037.WAV,564.9117,RUM,NA,2,M8.8800,1,CAF,1,M8.08,1,NA,NA,NA,NA,20200129_0904_20200129_1314.Table.1.selections.txt,20200129_1037_sel18.wav,M8s,F,3/21/2000,M8.88,M8.88,M8s,F,11/6/2008,M8,M8.88,1/29/2020,7253,4101,adult,adult,no,no,OldA2A,contact,20200129_1037,NA,NA,1,1,1,1,20200129_1037_sel18.wav,0,0,0,0,-0.00058624,-0.002489556,0.001699602,-0.002018598,-0.004667788,1.43E-05,-0.001313257,-0.00325117,-0.001857348,0.000569487,0.000855414,-0.004186104,0.558035714,1.897321429,5.133928571,8.482142857,2.52342721,2.062918107,1.455883426,1.645401518,0.446428571,1.339285714,5.022321429,7.589285714,2.106968282,1.757422638,1.517724348,1.913904922
14,175.582,181.6627853,20200130_1413.WAV,175.582,RUM,NA,2,R22.8904,1,CCF,1,R24,1,"Maybe good enough for playback? The higher harmonics are attenuated because the call was recorded from too far away, but the lower harmonics are playback quality",NA,NA,NA,20200130_1319_to_20200130_1444.Table.1.selections.txt,20200130_1413_sel14.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,6/30/1980,NA,R23,1/30/2020,5769,14458,adult,adult,no,no,YngA2A,contact,20200130_1413,NA,NA,1,1,1,1,20200130_1413_sel14.wav,0,0.036958981,0.048129341,1,-0.003856424,0.002412456,-0.00250684,0.001778119,-0.001360671,-0.000433909,-0.004253313,-0.004446381,-0.003141436,-0.001883317,-0.000275221,-0.002426487,0.669642857,2.455357143,4.241071429,7.254464286,2.837662576,3.350531336,3.474475305,2.114056397,0.223214286,2.455357143,3.794642857,7.254464286,2.94342235,1.745289029,3.030825086,1.743948619
19,265.405,269.8181117,20200130_1413.WAV,265.405,RUM,NA,3,R22.8904,1,CCF,1,R24,1,quality is borderline between 2 and 3. Recorded from too far away. This is a contact call confirmation (response to a contact answer),NA,NA,NA,20200130_1319_to_20200130_1444.Table.1.selections.txt,20200130_1413_sel19.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,6/30/1980,NA,R23,1/30/2020,5769,14458,adult,adult,no,no,YngA2A,contact,20200130_1413,NA,NA,1,1,1,1,20200130_1413_sel19.wav,0,0.011363636,0.011363636,0,-0.00147812,-0.0033988,-0.005035258,0.000183329,-0.001653381,0.001804106,-0.005654479,-0.003596678,-0.003948735,-0.000313794,-0.001729728,6.61E-05,0.558035714,1.450892857,3.236607143,3.90625,2.223040998,1.73117599,2.733268941,2.11973078,0.669642857,3.236607143,4.575892857,5.803571429,2.231290056,1.979101297,1.699781053,2.091298531
20,284.515,289.8303718,20200130_1413.WAV,284.515,RUM,NA,2,R22.8904,1,CCF,1,R24,1,NA,NA,NA,NA,20200130_1319_to_20200130_1444.Table.1.selections.txt,20200130_1413_sel20.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,6/30/1980,NA,R23,1/30/2020,5769,14458,adult,adult,no,no,YngA2A,contact,20200130_1413,NA,NA,1,1,1,1,20200130_1413_sel20.wav,0,0,0,0,-0.002944468,-0.002369921,0.001829319,-0.00123172,-0.001759911,0.000848088,0.002283269,-0.005813375,-0.001936698,0.001121356,-0.000718577,-0.003427342,0.669642857,1.450892857,4.575892857,11.27232143,2.279967538,2.476744112,2.738392851,2.532577407,0.669642857,4.575892857,7.8125,13.05803571,1.984837052,2.086896787,1.534330339,3.602558626
318,1354.6134,1357.86958,20200203_1218.WAV,1354.6134,RUM,NA,2,R26.0013,1,GWG,1,M65.93,1,NA,NA,NA,NA,20200203_0830_to_20200203_1430.Table.1.selections.txt,20200203_1218_sel318.wav,Artists2,M,10/6/2013,R26.00,R26,Artists2,F,6/30/1993,M65,R26,2/3/2020,2311,9714,juv,adult,no,no,J2A,greeting,20200203_1218,NA,NA,1,1,1,1,20200203_1218_sel318.wav,0.04582891,0.216577915,0.386866256,0.611375045,0.006298375,0.001978293,0.003241759,0.010044536,0.011257469,0.005600248,-0.007544005,-0.007602406,-0.003248793,0.005198257,-0.002154042,0.00569059,0.446428571,1.116071429,5.133928571,6.25,1.570415326,5.908400835,1.403883033,1.262593786,0.446428571,1.339285714,5.133928571,6.25,2.152758482,4.039226172,1.209053996,1.147825225
385,23.1095,28.5524407,20200203_1306.WAV,23.1095,RUM,NA,2,M31.04,1,GWG,1,M32.04,1,M31.04 approaches M32.04,NA,NA,NA,20200203_0830_to_20200203_1430.Table.1.selections.txt,20200203_1306_sel385.wav,Storms2,F,2/15/2004,M31,M31,Storms2,F,2/14/2004,M32,M31,2/3/2020,5832,5833,adult,adult,no,no,AgeMts,greeting,20200203_1306,NA,NA,1,1,1,1,20200203_1306_sel385.wav,0,0,0,0,0.007720171,-0.006106171,-0.00264622,0.003342963,0.001636377,-0.008006409,-0.006351927,-0.001757853,-0.001322631,3.62E-05,-0.006063988,0.000431583,0.446428571,1.785714286,5.580357143,8.258928571,2.682036909,1.301255063,1.408835156,1.090989907,0.446428571,5.580357143,10.49107143,13.39285714,2.580855919,1.068427658,1.216222595,1.306118374
386,27.5203,31.56345753,20200203_1306.WAV,27.5203,RUM,NA,2,M32.04,0.5,GWG,1,M31.04,1,alt=M31.04,NA,NA,NA,20200203_0830_to_20200203_1430.Table.1.selections.txt,20200203_1306_sel386.wav,Storms2,F,2/14/2004,M32,M31,Storms2,F,2/15/2004,M31,M31,2/3/2020,5833,5832,adult,adult,no,no,AgeMts,greeting,20200203_1306,NA,NA,0,1,1,1,20200203_1306_sel386.wav,0,0,0,-1,-0.002415157,-0.003570991,0.00782985,-0.008994385,-0.003675886,-0.003486255,-0.002327329,-0.002779715,0.003185516,0.002558601,0.001553964,0.000527192,0.223214286,3.013392857,5.803571429,6.696428571,3.861771822,3.836385102,2.829999067,2.034920819,0.223214286,2.120535714,3.125,13.16964286,2.455886612,2.302109387,2.031223076,3.050064007
390,64.3993,70.22494747,20200203_1306.WAV,64.3993,RUM,NA,2,M32.04,1,GWG,1,M31.04,1,NA,NA,NA,NA,20200203_0830_to_20200203_1430.Table.1.selections.txt,20200203_1306_sel390.wav,Storms2,F,2/14/2004,M32,M31,Storms2,F,2/15/2004,M31,M31,2/3/2020,5833,5832,adult,adult,no,no,AgeMts,greeting,20200203_1306,NA,NA,1,1,1,1,20200203_1306_sel390.wav,0,0.035494624,0.04911039,1,0.000768558,-0.002405055,0.004271135,-0.002669396,0.001975286,-0.000865121,0.002475402,0.001241541,0.002729037,-0.000172396,0.000401239,-0.001723816,0.558035714,2.790178571,4.129464286,7.924107143,3.350072752,2.08072802,3.053848102,2.260157789,0.223214286,5.357142857,9.821428571,12.5,2.21125895,1.787783559,1.753230304,2.204460701
465,200.5562,204.6148773,20200203_1413.WAV,200.5562,RUM,20,3,M32.04,1,GWG,1,M31.04,1,NA,NA,NA,NA,20200203_0830_to_20200203_1430.Table.1.selections.txt,20200203_1413_sel465.wav,Storms2,F,2/14/2004,M32,M31,Storms2,F,2/15/2004,M31,M31,2/3/2020,5833,5832,adult,adult,no,no,AgeMts,greeting,20200203_1413,NA,NA,1,1,1,1,20200203_1413_sel465.wav,0,0.024368555,0.029452714,0,0.004729867,0.000386867,-0.004977075,0.000574884,0.002781546,0.000564074,6.08E-05,-0.004221592,-0.001811249,0.000211093,-0.003247728,0.000654572,0.334821429,3.571428571,7.142857143,8.705357143,6.427733952,2.363311636,1.497812895,2.038593038,0.334821429,3.571428571,5.133928571,6.584821429,3.653081615,1.352552943,1.212964847,1.310256473
84,428.939,431.5525326,20200204_1210.WAV,428.939,RUM,NA,2,M25.19,1,GWG,1,M25.09,1,"As-touched rumble. M25.19 is touched by M25.09. M25.19 rumbles, then M25.09 gives answering rumble",NA,NA,NA,20200204_0904_to_20200204_1406.Table.1.selections.txt,20200204_1210_sel84.wav,Hardwoods,M,9/27/2019,M25,M25,Hardwoods,F,3/30/2009,M25,M25,2/4/2020,130,3963,juv,adult,no,no,J2A,greeting,20200204_1210,NA,NA,1,1,1,1,20200204_1210_sel84.wav,0,0.187013756,0.229238289,1,0.007207106,-0.004068699,0.000942443,0.004150723,-0.001213488,0.007001576,0.001182382,-0.001770292,0.004956329,-0.001189217,-0.000712408,0.000516086,0.892857143,8.035714286,11.60714286,14.28571429,4.896182168,1.208728414,0.783856831,0.825591537,0.892857143,11.60714286,12.94642857,14.28571429,3.888018722,0.841988575,0.918520235,0.836272667
146,9.9917,12.5888093,20200229_0949.WAV,9.9917,RUM,NA,2,R21.04,1,GJJ,1,R23.93,1,some others joining the group too? Orig wrote down R23.9315 as elic2. Deleted this on 11/21/21 b/c I typically have assumed the elicitor is the adult unless the caller was the mom of the juvenile or the juvenile responded,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_0949_sel146.wav,Artists,F,3/5/2004,R21,R23,Artists,F,6/30/1993,R23,R23,2/29/2020,5839,9740,adult,adult,no,no,YngA2A,greeting,20200229_0949,NA,NA,1,1,1,1,20200229_0949_sel146.wav,0.171406688,0.387280528,0.542326914,0.124133501,0.011911129,0.001867274,0.001845111,-0.005513832,-0.004454749,0.005897696,0.012067686,-0.006866645,0.00082351,-0.003333281,0.011124359,0.002044889,0.892857143,2.232142857,9.821428571,13.39285714,3.740708871,1.004755755,1.138994204,1.011846785,0.892857143,2.232142857,9.821428571,13.39285714,4.036884435,0.963804015,0.891913239,1.089456719
198,53.0103,58.92099342,20200229_1005.WAV,53.0103,RUM,3,3,R24,1,COO,1,R24.20,1,See ViR24 nudging R24.20 trying to get R24.20 to stand up. R24.20 just born ~1hr ago,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel198.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel198.wav,0,0.020539358,0.022856024,0,-0.004613124,0.002583272,0.001322778,0.007117531,0.003620117,-0.004524502,-0.00017207,0.001334347,-0.000980354,0.003000924,0.003302357,0.00512734,0.334821429,3.013392857,7.589285714,13.50446429,4.21678251,3.441195251,2.270114457,2.568016655,0.334821429,3.125,7.589285714,13.50446429,3.105921388,2.756998285,1.593152471,4.387635718
199,90.2563,98.93098675,20200229_1005.WAV,90.2563,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel199.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel199.wav,0,0,0,-1,-0.003297059,0.002205662,-0.000274829,0.004972662,0.002358585,0.001099582,0.003489683,0.004516993,0.001139621,0.000563602,0.000427063,-0.001731141,0.167410714,1.841517857,4.6875,12.94642857,3.427527328,5.970383586,5.426090998,3.326715376,0.167410714,4.6875,7.421875,12.94642857,2.783099691,2.672490388,2.534929859,6.846448803
200,111.943,119.8947962,20200229_1005.WAV,111.943,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel200.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel200.wav,0,0,0,-1,-0.005420137,0.00090101,0.002353791,0.012398211,0.00319951,-0.004752101,0.007889041,0.001674783,0.002050329,0.001202925,0.002200047,0.000220113,2.901785714,4.631696429,7.310267857,14.28571429,5.724623623,4.566842293,5.333978981,4.558555507,0.223214286,2.901785714,7.310267857,13.22544643,2.573695084,3.478862822,2.714520789,3.621173842
201,142.0876,148.9763218,20200229_1005.WAV,142.0876,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel201.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel201.wav,0,0.028673355,0.034139394,-1,-0.005074481,0.001025934,-0.000382927,0.002644093,0.001861552,-0.002388087,0.004041806,0.001500456,-0.00084949,0.001611513,0.004247789,-0.00254209,0.223214286,4.799107143,5.636160714,13.00223214,2.768327038,2.190734649,3.107871854,2.356653737,0.223214286,3.069196429,4.575892857,12.94642857,2.562320272,2.710984719,2.395010403,4.110821489
202,156.8431,163.6467759,20200229_1005.WAV,156.8431,RUM,5,3,R24,1,COO,1,R24.20,1,See video from phone! R24.20 is trying to nurse but can't find nipple,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel202.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel202.wav,0,0,0,-1,-0.004624961,0.00071751,0.002256241,0.004745252,0.001201848,-0.005344494,0.004811865,0.001860873,0.0018037,0.004232399,-0.003365249,0.000312423,0.223214286,2.008928571,3.794642857,5.357142857,3.302612706,1.993934437,1.792331561,1.899546872,0.223214286,2.008928571,5.357142857,13.72767857,3.37999032,2.068566374,2.095274641,2.356425768
203,171.0032,177.7643529,20200229_1005.WAV,171.0032,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel203.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel203.wav,0,0,0,-1,-0.003303801,-0.000838751,-0.001810255,0.005653142,0.00224691,-0.002922347,0.00073008,0.003874507,0.001270377,0.000671392,-0.000583792,-0.000709036,0.334821429,2.678571429,8.482142857,12.83482143,3.465140626,2.473890101,2.580167712,2.179455849,0.223214286,3.013392857,9.709821429,12.83482143,2.35678739,1.662488296,2.229880753,4.22554056
204,284.9021,290.9828853,20200229_1005.WAV,284.9021,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel204.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel204.wav,0,0,0,0,-0.001678798,-0.000293419,-0.002847594,0.005666073,-0.000469775,-0.00096202,-0.000836307,0.004394341,0.000354355,-0.001650899,-0.002002473,-0.002872193,0.334821429,2.566964286,5.022321429,12.83482143,2.97732447,2.76989866,2.599202338,1.713213091,0.334821429,2.455357143,4.910714286,12.83482143,2.968747528,2.760084003,2.247273779,2.541804743
205,291.9184,297.9566623,20200229_1005.WAV,291.9184,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel205.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel205.wav,0,0,0,0,-0.001544846,-0.000368444,-0.004410118,0.005920039,0.000105143,-0.002335763,0.001333665,0.004170623,-0.00045942,0.001243013,-0.004599483,-0.003716988,0.334821429,2.120535714,3.236607143,5.691964286,3.228908929,2.184676554,1.940320914,1.519971073,0.334821429,1.116071429,2.790178571,6.919642857,2.435663432,2.028907709,2.090484003,1.714055384
207,375.3916,381.2597704,20200229_1005.WAV,375.3916,RUM,5,2,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel207.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel207.wav,0,0.022904338,0.032287396,1,-0.008676733,0.001937023,-0.00398631,0.001395108,0.0032794,0.005214612,0.002271319,-0.006885687,0.002477383,0.000344855,-8.74E-05,0.001640032,0.223214286,4.017857143,7.254464286,7.924107143,2.893668607,2.189589958,2.681186557,1.980100491,0.223214286,1.339285714,2.34375,7.254464286,2.492342767,1.99312959,2.180781108,1.860836489
208,400.5864,407.9003516,20200229_1005.WAV,400.5864,RUM,5,3,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1005_sel208.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1005,NA,NA,1,1,1,1,20200229_1005_sel208.wav,0,0,0,-1,-0.004349366,-0.001836131,-0.002011813,0.000622075,-0.003333052,0.000792768,0.000866509,0.000592072,-0.002326593,-0.000270384,0.002996745,0.002113407,0.223214286,2.790178571,3.794642857,12.5,3.359137171,2.426358942,3.970397717,2.156103989,0.223214286,2.678571429,12.61160714,13.50446429,3.002881409,2.609742312,3.220758206,2.256851409
240,181.1725,188.2313137,20200229_1021.WAV,181.1725,RUM,21,3,R23,1,CCF,1,R24,1,"R23 is walking toward R24 and R24.20, who is still ~215m from R23, R24 is moving very slowly toward the group",NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1021_sel240.wav,Artists,F,6/30/1976,NA,R23,Artists,F,6/30/1980,NA,R23,2/29/2020,15949,14488,adult,adult,no,no,AgeMts,contact,20200229_1021,NA,NA,1,1,1,1,20200229_1021_sel240.wav,0,0,0,-1,-0.004098427,-0.000604256,0.000210845,0.00139398,-0.002003444,0.002528836,0.000445709,0.000300735,0.003301057,0.00102108,-0.001362733,0.002668739,0.223214286,4.352678571,5.46875,6.584821429,3.660118866,4.346718464,2.064640099,1.564727229,0.223214286,4.352678571,9.263392857,13.16964286,3.095757444,2.499651319,2.121662831,2.816736827
353,299.1863,305.2670853,20200229_1104.WAV,299.1863,RUM,NA,2,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1104_sel353.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1104,NA,NA,1,1,1,1,20200229_1104_sel353.wav,0,0.017362651,0.026760147,-1,-0.002667923,-0.000403967,-0.001851001,-9.81E-05,0.004166724,-0.000827493,0.006100973,0.000445144,0.000267037,-0.002510236,0.000443482,0.000872661,0.334821429,2.678571429,3.90625,6.696428571,3.776311869,2.575344564,1.951812741,2.03586197,0.223214286,1.339285714,8.705357143,13.50446429,3.274814124,1.691398636,1.790442591,3.090353405
364,1052.0396,1057.652633,20200229_1104.WAV,1052.0396,RUM,NA,2,R24,1,COO,1,R24.20,1,NA,NA,NA,NA,20200229_0933_to_20200229_1357.Table.1.selections.txt,20200229_1104_sel364.wav,Artists,F,6/30/1980,NA,R23,Artists,F,2/29/2020,R24,R23,2/29/2020,14488,0,adult,juv,no,no,MomJuv,care,20200229_1104,NA,NA,1,1,1,1,20200229_1104_sel364.wav,0,0,0,0,-0.003691766,0.003552701,-0.003312619,0.002487858,-0.000266852,0.003290622,0.002597819,7.15E-05,-0.002429351,-0.002044452,0.000726481,0.000852769,0.669642857,1.897321429,4.352678571,6.026785714,3.583672605,2.257742665,2.124914505,3.822642477,0.78125,1.785714286,7.366071429,13.50446429,2.399925588,2.213628809,1.764616392,2.368959094
13,183.9623,189.1075799,20200305_0838.WAV,183.9623,RUM,50,2,R23.14,1,CCF,1,R23,1,NA,NA,NA,NA,20200305_0818_to_20200305_1359.Table.1.selections.txt,20200305_0838_sel13.wav,Artists,F,1/18/2014,R23,R23,Artists,F,6/30/1976,NA,R23,3/5/2020,2238,15954,juv,adult,no,no,JuvOff,contact,20200305_0838,NA,NA,1,1,1,1,20200305_0838_sel13.wav,2.41E-06,0.186090586,0.311196247,0.98362025,0.009688954,-0.000354265,0.004622393,0.007109454,0.008423095,0.00674322,-0.007446543,-0.006281983,0.000643364,0.000855803,0.006848799,-0.007185663,0.78125,2.678571429,6.808035714,11.38392857,5.178152926,2.145639081,1.921636606,1.92879885,0.78125,3.013392857,4.352678571,5.915178571,4.10895102,2.171672485,1.440260125,1.262985421
16,203.6146,207.3188107,20200305_0838.WAV,203.6146,RUM,50,2,R23.14,1,CCF,1,R23,1,NA,NA,NA,NA,20200305_0818_to_20200305_1359.Table.1.selections.txt,20200305_0838_sel16.wav,Artists,F,1/18/2014,R23,R23,Artists,F,6/30/1976,NA,R23,3/5/2020,2238,15954,juv,adult,no,no,JuvOff,contact,20200305_0838,NA,NA,1,1,1,1,20200305_0838_sel16.wav,0.000572316,0.141474934,0.235476677,0.984296875,-0.000250814,-0.00420576,0.001985908,0.003366836,0.009432717,0.00244981,0.003782363,-0.011750359,-0.006310488,0.003316742,-0.007671358,0.007861319,0.558035714,2.232142857,4.799107143,7.142857143,3.737261187,2.590774824,2.557542763,1.615180713,1.004464286,2.566964286,3.794642857,6.361607143,3.734150672,2.736604595,2.158453602,2.048050593
21,304.9,309.2373434,20200305_0838.WAV,304.9,RUM,NA,2,R23.14,1,CCF,1,R23,1,NA,NA,NA,NA,20200305_0818_to_20200305_1359.Table.1.selections.txt,20200305_0838_sel21.wav,Artists,F,1/18/2014,R23,R23,Artists,F,6/30/1976,NA,R23,3/5/2020,2238,15954,juv,adult,no,no,JuvOff,contact,20200305_0838,NA,NA,1,1,1,1,20200305_0838_sel21.wav,0.00040767,0.153703154,0.211625018,0.991663968,0.004715928,-0.001211901,0.005007406,0.004459126,0.010944573,0.000511494,-0.002653595,-0.008612005,-0.004447069,0.006833195,0.001665238,0.002051273,0.446428571,3.348214286,6.473214286,8.928571429,5.03353619,1.35698428,1.444655915,1.9029097,0.669642857,8.928571429,10.49107143,13.61607143,4.093739469,1.502833165,1.308806608,1.237471532
49,290.628,295.603188,20200306_0927.WAV,290.628,RUM,NA,2,R22.8904,0,COO,1,R24.20,1,"allosuckling from R23.09, then switches to allosuckling from R22.8904",NA,NA,NA,20200306_0826_to_20200306_1257.Table.1.selections.txt,20200306_0927_sel49.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,2/29/2020,R24,R23,3/6/2020,5805,6,adult,juv,no,no,A2J,care,20200306_0927,NA,NA,0,1,1,1,20200306_0927_sel49.wav,0,0,0,0,0.000802724,0.003764985,-0.000839378,0.001107663,-0.002439138,0.003501688,-0.001375897,4.36E-06,-0.00151709,-0.001367403,0.000621616,9.61E-05,0.334821429,1.116071429,4.464285714,12.72321429,3.321361221,2.167267504,2.797402658,6.284953836,0.334821429,3.125,5.357142857,12.72321429,2.650395095,1.741061703,1.755369127,10.061857
51,304.703,309.2954812,20200306_0927.WAV,304.703,RUM,NA,2,R22.8904,0,COO,1,R24.20,1,NA,NA,NA,NA,20200306_0826_to_20200306_1257.Table.1.selections.txt,20200306_0927_sel51.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,2/29/2020,R24,R23,3/6/2020,5805,6,adult,juv,no,no,A2J,care,20200306_0927,NA,NA,0,1,1,1,20200306_0927_sel51.wav,0,0,0,0,0.003011576,0.003164331,-0.002301345,0.002064685,-0.000177635,0.001290282,-0.001091549,0.00212162,0.000611134,0.000948629,-0.000427426,-0.001054354,0.446428571,1.5625,8.035714286,13.39285714,2.066646069,2.896950899,2.060972476,1.590928408,0.446428571,1.5625,10.49107143,13.39285714,2.066016619,1.884054619,1.825337813,2.920539027
53,330.722,335.2719582,20200306_0927.WAV,330.722,RUM,NA,2,R22.8904,0,COO,1,R24.20,1,NA,NA,NA,NA,20200306_0826_to_20200306_1257.Table.1.selections.txt,20200306_0927_sel53.wav,Artists,F,4/14/2004,R22.89,R23,Artists,F,2/29/2020,R24,R23,3/6/2020,5805,6,adult,juv,no,no,A2J,care,20200306_0927,NA,NA,0,1,1,1,20200306_0927_sel53.wav,0,0,0,0,0.004034061,0.002721606,-0.001582392,9.76E-05,-0.001073168,0.001372887,0.000450666,0.00378426,-0.001576958,0.002054143,-0.000861737,-0.001002844,0.446428571,1.116071429,4.6875,6.473214286,1.921634861,4.001849344,2.083246097,1.785843937,0.446428571,1.5625,9.598214286,13.61607143,2.021092887,2.872354296,2.365668223,1.816706987
8,150.683,157.4016299,20200307_0841.WAV,150.683,RUM,12.2,2,R22.06,1,GWG,1,R24,1,R24 and R24.20 approaching R22.06,NA,NA,NA,20200307_0830_to_20200307_1400.Table.1.selections.txt,20200307_0841_sel8.wav,Artists,F,11/28/2006,R22,R23,Artists,F,6/30/1980,NA,R23,3/7/2020,4848,14495,adult,adult,no,no,YngA2A,greeting,20200307_0841,NA,NA,1,1,1,1,20200307_0841_sel8.wav,0,0,0,-1,-0.000603513,-0.000410417,0.005732485,-0.000437138,-0.003920942,0.001394402,-7.06E-05,6.31E-05,-0.001809943,-0.002018235,0.000343227,0.001322682,0.223214286,1.450892857,4.241071429,6.026785714,2.514012011,3.281563868,3.857124022,5.125589531,0.223214286,1.450892857,6.026785714,10.71428571,2.769417037,2.633832829,2.203460324,2.099424632
